PaymentID,ReportID,PaymentMethod,PaymentDate,TotalAmount,CompanyPaidAmount,EmployeeDueAmount,PaymentStatus
PAY-621,13020fb0-9878-42ae-9a4a-a03ce59ddc73,BankTransfer,2024-08-08T00:00:00,1004.19,914.46,89.73,PAID
PAY-622,1304f1e9-0e18-46f2-80de-28fe00d1814b,BankTransfer,2024-12-16T00:00:00,521.72,472.39,49.33,PAID
PAY-623,130bb9a6-6bd7-42a9-ac2e-a0c29ce7efc2,BankTransfer,2025-08-01T00:00:00,388.12,350.85,37.27,PAID
PAY-624,1318aadb-8fa7-4ca8-a787-50cb0b3e1aaf,CorporateCardSettlement,2023-11-01T00:00:00,46.36,38.66,7.7,PAID
PAY-625,1318aef1-7b1f-4653-831b-f6968afb4722,BankTransfer,2024-02-14T00:00:00,1069.3,932.92,136.38,PAID
PAY-626,131a72a6-4ff5-444c-a8d6-7d3fbd47b25d,ExpenseReimbursement,2024-09-30T00:00:00,1359.62,1065.91,293.71,PAID
PAY-627,1321d875-698a-4d72-9be5-231f49fe063c,CorporateCardSettlement,2024-07-01T00:00:00,1204.06,1186.93,17.13,PAID
PAY-628,13251196-966a-4c2a-8092-799d3a73800a,CorporateCardSettlement,2025-05-14T00:00:00,710.28,632.86,77.42,PAID
PAY-629,132533e8-5b76-4779-8ac8-635d8b99d70a,CorporateCardSettlement,2025-03-12T00:00:00,406.03,363.45,42.58,PAID
PAY-630,132cc830-be59-4c0b-aa3f-63e05de62484,CorporateCardSettlement,2024-12-16T00:00:00,1432.16,1406.78,25.38,PAID
PAY-631,13398934-c4bd-4a43-a413-1f5a74c54ebd,BankTransfer,2024-04-04T00:00:00,191.93,152.7,39.23,PAID
PAY-632,1339c49f-409e-41fe-9f9c-dd783b18854e,ExpenseReimbursement,2025-04-19T00:00:00,765.36,739.65,25.71,PAID
PAY-633,133f8f7e-384b-49db-a915-6802f8ee2801,BankTransfer,2024-12-24T00:00:00,338.0,319.31,18.69,PAID
PAY-634,1344cd1a-2e54-4d40-a715-2984bcf05664,BankTransfer,2024-04-09T00:00:00,1332.65,1003.18,329.47,PAID
PAY-635,1348997e-ba58-433f-bd48-8cee0d17b572,ExpenseReimbursement,2023-10-18T00:00:00,788.73,778.96,9.77,PAID
PAY-636,134991e9-b828-41a6-a189-18279f8b77e4,CorporateCardSettlement,2023-10-29T00:00:00,24.29,19.11,5.18,PAID
PAY-637,134b942b-f9b9-4c14-bad9-a2ca5867c62d,BankTransfer,2025-03-15T00:00:00,107.92,104.23,3.69,PAID
PAY-638,1352ffb7-2d88-4e2c-87e9-47fb0359dbd8,ExpenseReimbursement,2024-07-06T00:00:00,1134.42,910.72,223.7,PAID
PAY-639,13549dab-b19c-4f42-b95f-1e14954f0d53,BankTransfer,2025-05-15T00:00:00,1296.16,1221.93,74.23,PAID
PAY-640,135c5432-fa18-4b45-b3b3-3f025fa55273,ExpenseReimbursement,2024-03-31T00:00:00,1047.54,919.14,128.4,PAID
PAY-641,135c8899-3d91-41d3-a70f-23ba82aa23a9,ExpenseReimbursement,2024-04-18T00:00:00,1290.69,1036.42,254.27,PAID
PAY-642,136e537d-6af1-4a39-b7b0-1b2737c61791,CorporateCardSettlement,2025-05-13T00:00:00,1470.36,1452.29,18.07,PAID
PAY-643,13723a64-c455-4183-86db-bd869c5cef6a,ExpenseReimbursement,2024-03-26T00:00:00,317.44,261.81,55.63,PAID
PAY-644,137ab116-6e13-422d-8055-e282bf6379e7,CorporateCardSettlement,2023-12-01T00:00:00,609.13,551.4,57.73,PAID
PAY-645,1385274e-df6f-48e1-ba78-d2066128eea5,ExpenseReimbursement,2024-07-27T00:00:00,1263.72,1185.23,78.49,PAID
PAY-646,1385602f-37b2-4e1a-965c-2987977f64c5,ExpenseReimbursement,2025-04-08T00:00:00,1453.78,1320.31,133.47,PAID
PAY-647,1394366f-bd88-4ec3-b751-04963000838c,CorporateCardSettlement,2024-07-10T00:00:00,976.87,891.88,84.99,PAID
PAY-648,13951b82-8ffc-4eac-b339-dd1158481432,CorporateCardSettlement,2024-03-22T00:00:00,1256.77,1160.7,96.07,PAID
PAY-649,13967302-85ac-43f1-b17c-2b7088de9eb0,CorporateCardSettlement,2024-06-13T00:00:00,1371.5,1159.59,211.91,PAID
PAY-650,139c397a-f07c-484c-b8b9-4d4332c86fef,ExpenseReimbursement,2023-11-28T00:00:00,32.13,25.84,6.29,PAID
PAY-651,139f37f5-6ef6-4a7a-a244-b020175db00b,CorporateCardSettlement,2024-01-22T00:00:00,1129.69,910.31,219.38,PAID
PAY-652,139ff78b-f60c-4ff9-927b-962925cbfb35,ExpenseReimbursement,2025-05-19T00:00:00,485.8,374.13,111.67,PAID
PAY-653,13a1c013-ae02-4795-a3e3-189d40e21ad4,BankTransfer,2024-10-17T00:00:00,686.45,617.22,69.23,PAID
PAY-654,13a510df-dc79-45cf-b9b2-817bca7578ba,ExpenseReimbursement,2025-09-12T00:00:00,1494.8,1428.09,66.71,PAID
PAY-655,13a66983-8bbe-4f9c-8d82-516d5b96b6ba,CorporateCardSettlement,2025-07-09T00:00:00,1053.94,891.14,162.8,PAID
PAY-656,13a7b06e-f690-4560-a4db-e88f8ceeb2a6,BankTransfer,2024-09-03T00:00:00,1288.61,1060.77,227.84,PAID
PAY-657,13ac5b40-2308-40dc-876d-8d20430401c5,ExpenseReimbursement,2025-07-14T00:00:00,659.97,544.96,115.01,PAID
PAY-658,13adab27-60ca-4087-875f-e78c081ada87,CorporateCardSettlement,2025-05-20T00:00:00,181.15,139.77,41.38,PAID
PAY-659,13bd217d-2aaa-4cbc-902a-43394b401f27,BankTransfer,2025-08-15T00:00:00,157.04,154.54,2.5,PAID
PAY-660,13c76d26-3033-4f2f-b7ca-be276f83d133,BankTransfer,2024-06-25T00:00:00,1461.51,1221.59,239.92,PAID
PAY-661,13ce4a7f-dea1-4b49-a6ee-285436dbb8fb,CorporateCardSettlement,2024-12-07T00:00:00,116.52,96.02,20.5,PAID
PAY-662,13d2957c-c438-4d05-bcb7-770ed38867b9,CorporateCardSettlement,2024-09-14T00:00:00,1389.57,1156.84,232.73,PAID
PAY-663,13e7e013-3fb3-4d82-b662-25f0ec8ec6a2,BankTransfer,2024-08-05T00:00:00,1095.03,1047.58,47.45,PAID
PAY-664,13eb2a75-3750-4411-95e8-cea63684667b,BankTransfer,2025-04-23T00:00:00,1349.86,1151.78,198.08,PAID
PAY-665,13ef1647-98f3-4d23-a778-6fb9f9b45d1a,BankTransfer,2024-01-16T00:00:00,1215.17,1146.08,69.09,PAID
PAY-666,13effc4b-049f-4f45-86e9-8a6400aefa1e,CorporateCardSettlement,2023-11-17T00:00:00,866.37,688.28,178.09,PAID
PAY-667,13f33bdf-b773-46a6-8b4d-86a352d86adb,ExpenseReimbursement,2025-04-03T00:00:00,459.53,433.02,26.51,PAID
PAY-668,13f9389b-4936-4e8f-b0c0-f19ca60f9ed0,BankTransfer,2023-10-20T00:00:00,236.0,215.71,20.29,PAID
PAY-669,1409039d-3586-45be-96c6-e1bbc996a24f,ExpenseReimbursement,2024-05-16T00:00:00,32.02,24.27,7.75,PAID
PAY-670,1409f68b-fc91-48a0-87e8-1cbd32b21d7d,BankTransfer,2024-10-12T00:00:00,378.59,326.58,52.01,PAID
PAY-671,140c53b8-35dc-4e44-bdee-2be1423aba52,CorporateCardSettlement,2024-03-01T00:00:00,453.64,374.12,79.52,PAID
PAY-672,140de1a5-6c6c-49d6-8269-5936bc81f44a,BankTransfer,2024-08-08T00:00:00,890.87,776.08,114.79,PAID
PAY-673,1411e314-e4ee-4a07-a463-ba4d0fa3b1ac,BankTransfer,2024-11-21T00:00:00,1447.64,1413.55,34.09,PAID
PAY-674,14120515-d113-4d66-b0fc-6b46785504e1,BankTransfer,2024-05-07T00:00:00,244.47,198.63,45.84,PAID
PAY-675,14146ff6-0bed-4e70-b1d3-686678512b4a,BankTransfer,2024-02-12T00:00:00,1065.65,1054.54,11.11,PAID
PAY-676,1414ed8d-e0d3-4ae1-9d98-9cfba1e9f2ae,CorporateCardSettlement,2025-08-26T00:00:00,709.39,625.79,83.6,PAID
PAY-677,1415370a-0f35-474c-9410-8c1bfd207c87,BankTransfer,2024-02-07T00:00:00,1366.98,1035.25,331.73,PAID
PAY-678,142911ff-7341-411f-92bd-407c29eb7b71,CorporateCardSettlement,2024-02-12T00:00:00,743.47,670.9,72.57,PAID
PAY-679,142c1156-a9ae-439a-944c-f56a64019a71,ExpenseReimbursement,2024-01-08T00:00:00,664.72,541.89,122.83,PAID
PAY-680,1458d179-cf3d-4791-8d81-53ea8ec0c725,CorporateCardSettlement,2025-05-24T00:00:00,441.19,433.83,7.36,PAID
PAY-681,1465f71a-cb2b-43a4-9b9a-2734e891701e,ExpenseReimbursement,2024-01-14T00:00:00,350.73,301.3,49.43,PAID
PAY-682,1476d9ea-c035-433c-b712-a6a1f6f94f4a,CorporateCardSettlement,2025-09-20T00:00:00,265.9,242.59,23.31,PAID
PAY-683,14770f91-1990-4304-9017-db6b9e7c511a,BankTransfer,2024-06-13T00:00:00,931.57,770.13,161.44,PAID
PAY-684,148c875b-0d82-41c0-89b3-a04162827b49,BankTransfer,2025-01-04T00:00:00,276.62,268.69,7.93,PAID
PAY-685,14957e75-8464-4ef8-81e5-9e365e1f1412,ExpenseReimbursement,2025-07-18T00:00:00,783.1,774.47,8.63,PAID
PAY-686,14992a5f-b113-46e6-9137-9dece92e48a4,CorporateCardSettlement,2024-06-12T00:00:00,675.91,653.68,22.23,PAID
PAY-687,149f7dfd-ba09-40ed-9c23-df704fa14183,BankTransfer,2025-04-17T00:00:00,222.82,205.91,16.91,PAID
PAY-688,14a9a096-f254-4774-b734-27113a039fc0,BankTransfer,2025-05-18T00:00:00,1376.62,1070.33,306.29,PAID
PAY-689,14ac2162-c9ad-4ee3-a099-8806a6e67fc2,BankTransfer,2025-08-08T00:00:00,1275.75,1193.57,82.18,PAID
PAY-690,14af8e87-4f07-49d3-8a50-73a484664624,ExpenseReimbursement,2024-12-05T00:00:00,182.39,154.92,27.47,PAID
PAY-691,14b80d9e-382e-469a-b1aa-0b924a39d20a,CorporateCardSettlement,2024-07-19T00:00:00,446.98,421.38,25.6,PAID
PAY-692,14c0ecb3-3477-46a0-af93-4fa7520162a4,CorporateCardSettlement,2025-08-27T00:00:00,1285.44,1067.63,217.81,PAID
PAY-693,14c15d1e-07b5-4b71-baaf-325dbcc60941,BankTransfer,2024-08-16T00:00:00,1116.73,1044.17,72.56,PAID
PAY-694,14c1aed4-8084-42e6-b618-048794dcbe56,CorporateCardSettlement,2024-03-31T00:00:00,945.39,915.52,29.87,PAID
PAY-695,14c5be12-6ce4-4a5e-ad56-0bf4380eab96,BankTransfer,2024-10-07T00:00:00,290.39,218.61,71.78,PAID
PAY-696,14c9347c-5525-4bea-8a61-3c8c4e08e6fb,BankTransfer,2025-04-17T00:00:00,1132.72,1094.56,38.16,PAID
PAY-697,14c9cebe-2608-41ed-a985-0b80f81b8bdd,ExpenseReimbursement,2024-09-07T00:00:00,631.07,625.34,5.73,PAID
PAY-698,14d18c1c-494d-4ea9-87a9-6251f9ed6a83,ExpenseReimbursement,2024-01-11T00:00:00,256.12,193.45,62.67,PAID
PAY-699,14ed7523-2d2a-4cea-a0c6-a116a3b84bb7,CorporateCardSettlement,2024-07-18T00:00:00,318.25,302.47,15.78,PAID
PAY-700,14ee72f2-7938-46b4-a1d2-2e6d275a5406,CorporateCardSettlement,2025-09-07T00:00:00,1466.1,1282.62,183.48,PAID
PAY-701,14f952c0-7e93-459e-a4d3-1d14fb9677e0,BankTransfer,2024-08-27T00:00:00,81.6,64.57,17.03,PAID
PAY-702,14fa88e9-ab0b-43d4-b443-3dbbbd73b3bf,CorporateCardSettlement,2023-12-25T00:00:00,1037.12,924.46,112.66,PAID
PAY-703,14fa8d5f-9320-463c-8c23-ae613a1c3178,ExpenseReimbursement,2025-02-18T00:00:00,513.25,482.2,31.05,PAID
PAY-704,1502e1fd-7e95-42a8-b1e0-5bf6e0bb41eb,CorporateCardSettlement,2025-01-02T00:00:00,460.59,404.53,56.06,PAID
PAY-705,150bc6be-b186-491a-930d-6bf9de6ffc48,CorporateCardSettlement,2024-03-02T00:00:00,143.73,107.84,35.89,PAID
PAY-706,1511c2fb-8e79-4946-969d-6e2a03e6d58d,ExpenseReimbursement,2025-05-24T00:00:00,1034.23,810.09,224.14,PAID
PAY-707,1515f332-bc33-4a23-94ff-152a7b11723e,BankTransfer,2024-10-27T00:00:00,1433.44,1121.95,311.49,PAID
PAY-708,1517216c-cfd9-4ff1-a164-7f69cbd392f6,BankTransfer,2025-08-20T00:00:00,1106.3,991.53,114.77,PAID
PAY-709,151b68da-0198-49a6-8ea9-ce88715ba129,ExpenseReimbursement,2024-07-23T00:00:00,38.73,31.15,7.58,PAID
PAY-710,15249b6e-1162-4dfb-ad67-b9053d61ef88,CorporateCardSettlement,2025-02-18T00:00:00,1272.91,1173.65,99.26,PAID
PAY-711,1538135c-5404-4ae6-9e20-43309ab4bb54,ExpenseReimbursement,2024-10-31T00:00:00,273.6,223.83,49.77,PAID
PAY-712,154c7f9d-a843-45d7-99c5-350eaf66f745,ExpenseReimbursement,2025-01-18T00:00:00,191.28,147.79,43.49,PAID
PAY-713,154f1dfa-8dd7-4181-9933-80972d4cc062,BankTransfer,2025-04-08T00:00:00,344.41,325.75,18.66,PAID
PAY-714,154f4d8f-a60e-45f5-ade7-b82289dc26b2,CorporateCardSettlement,2025-03-06T00:00:00,452.27,450.33,1.94,PAID
PAY-715,15536463-4863-4510-84ba-c4297c3b6e00,ExpenseReimbursement,2025-06-29T00:00:00,184.0,167.85,16.15,PAID
PAY-716,156d78a5-c05a-4a38-ba17-0fa984e02d45,CorporateCardSettlement,2025-07-03T00:00:00,404.41,317.75,86.66,PAID
PAY-717,156db17d-a617-4548-a371-fad25710d56a,BankTransfer,2025-07-02T00:00:00,722.32,721.42,0.9,PAID
PAY-718,156f23ac-235c-46aa-92eb-74ad975c8ae6,BankTransfer,2023-12-28T00:00:00,1065.6,860.61,204.99,PAID
PAY-719,1581c7ac-b9da-4146-9041-2c7fe1e843bb,CorporateCardSettlement,2024-06-20T00:00:00,773.24,646.49,126.75,PAID
PAY-720,1586f959-dd1b-4475-85e3-3d1947d0e3b3,BankTransfer,2025-09-23T00:00:00,703.15,560.67,142.48,PAID
PAY-721,1588fb35-232c-418d-b135-5a514b59dfcb,BankTransfer,2023-11-19T00:00:00,808.93,629.75,179.18,PAID
PAY-722,158d30b2-3d71-468a-b1eb-e4eec8c83a42,CorporateCardSettlement,2025-04-27T00:00:00,807.83,736.67,71.16,PAID
PAY-723,159885d8-cd7e-49fd-a2e7-78e97ae9d95d,CorporateCardSettlement,2025-01-31T00:00:00,616.75,602.26,14.49,PAID
PAY-724,1599bfd5-337d-461e-9825-cf026efedaf0,BankTransfer,2023-11-01T00:00:00,99.65,93.03,6.62,PAID
PAY-725,1599ce25-f3c7-4922-939c-cb5f8da2ed42,ExpenseReimbursement,2025-08-28T00:00:00,11.49,8.79,2.7,PAID
PAY-726,1599f25c-0fe1-4a74-8608-f2a3a7b870c2,ExpenseReimbursement,2025-10-02T00:00:00,1118.88,934.94,183.94,PAID
PAY-727,159b9cc7-ff9b-4dab-865d-4bbbf80db5a8,BankTransfer,2025-04-21T00:00:00,572.8,467.08,105.72,PAID
PAY-728,159c2636-48c1-46e1-8a45-ad72b500ae41,ExpenseReimbursement,2025-08-12T00:00:00,1327.61,1139.44,188.17,PAID
PAY-729,159d239c-3913-4a56-90b2-84ad9a241df1,BankTransfer,2024-07-05T00:00:00,832.23,647.31,184.92,PAID
PAY-730,15a42886-4d82-441c-b039-4a087d5e7e82,CorporateCardSettlement,2024-04-17T00:00:00,1169.97,885.87,284.1,PAID
PAY-731,15a4a428-5cb9-497f-9ea5-ec78f1008dbb,ExpenseReimbursement,2024-08-07T00:00:00,229.66,184.3,45.36,PAID
PAY-732,15a6a715-3930-43e4-90f1-f85bed2e364c,ExpenseReimbursement,2025-01-22T00:00:00,752.49,605.27,147.22,PAID
PAY-733,15b7e6fc-1c2e-4d0c-b8ea-e424e0b61260,ExpenseReimbursement,2025-04-01T00:00:00,538.99,440.26,98.73,PAID
PAY-734,15ba6519-7561-4123-a3ca-d3cc13b86b3e,ExpenseReimbursement,2024-12-24T00:00:00,843.44,730.11,113.33,PAID
PAY-735,15bbed96-7009-4a7a-9496-abf1f8030d4e,CorporateCardSettlement,2024-12-20T00:00:00,683.95,529.55,154.4,PAID
PAY-736,15c73b67-4b35-4eb2-93f6-7ffe3cadcb4d,ExpenseReimbursement,2024-12-11T00:00:00,1066.27,1049.88,16.39,PAID
PAY-737,15cc621f-0948-49ab-890b-65988643a47f,CorporateCardSettlement,2025-06-23T00:00:00,1146.17,865.53,280.64,PAID
PAY-738,15d4c1a8-f20a-469c-ac7a-776dd5844c9e,ExpenseReimbursement,2025-06-05T00:00:00,68.57,55.7,12.87,PAID
PAY-739,15d8017c-a5ba-4e0c-9804-9540d6b96917,ExpenseReimbursement,2025-07-28T00:00:00,1280.09,1202.01,78.08,PAID
PAY-740,15f87307-9cc6-4aa9-beab-752735a55f95,CorporateCardSettlement,2024-04-30T00:00:00,123.13,100.32,22.81,PAID
PAY-741,15fc3350-aceb-4c6d-85b6-38232cbbf51c,BankTransfer,2024-07-29T00:00:00,184.38,181.79,2.59,PAID
PAY-742,16046f2d-4331-438b-8290-79a6753484fc,ExpenseReimbursement,2025-02-14T00:00:00,950.24,718.26,231.98,PAID
PAY-743,160938f0-6225-4029-b5fb-a4c0de1179b7,CorporateCardSettlement,2025-05-09T00:00:00,729.57,631.63,97.94,PAID
PAY-744,160c6405-e47e-4766-bceb-b450042443dc,BankTransfer,2024-08-01T00:00:00,808.72,626.41,182.31,PAID
PAY-745,1618014f-db15-4488-ad60-bae422630c39,ExpenseReimbursement,2025-07-21T00:00:00,1165.3,1122.94,42.36,PAID
PAY-746,161aac37-182b-4f67-bdbd-95ccdf90c127,ExpenseReimbursement,2024-06-11T00:00:00,1045.33,903.63,141.7,PAID
PAY-747,161c8a6c-153d-4068-a671-8ad8a6c075a2,ExpenseReimbursement,2025-05-05T00:00:00,928.14,848.1,80.04,PAID
PAY-748,16213443-0eae-4cba-a6c6-5e0790f76310,CorporateCardSettlement,2023-11-04T00:00:00,427.16,397.92,29.24,PAID
PAY-749,1622402f-3a79-4b6a-be6d-33eeca42eb9c,CorporateCardSettlement,2023-11-14T00:00:00,419.91,368.31,51.6,PAID
PAY-750,1628cbd0-d81e-4961-aae9-56a9756563dc,CorporateCardSettlement,2025-03-16T00:00:00,571.77,477.46,94.31,PAID
PAY-751,1629ae7b-d1ac-4997-b0eb-ece99a11a903,ExpenseReimbursement,2025-04-16T00:00:00,372.4,298.34,74.06,PAID
PAY-752,164112fb-9d3d-4041-a21a-a2624a161aca,CorporateCardSettlement,2024-01-18T00:00:00,638.17,560.49,77.68,PAID
PAY-753,164a4a5c-9ff6-45f5-bc2b-f3bb8dd18c0a,BankTransfer,2024-10-15T00:00:00,1202.45,1032.58,169.87,PAID
PAY-754,1656433c-53aa-4d50-b649-7e5c85628b82,ExpenseReimbursement,2024-04-10T00:00:00,1372.43,1158.32,214.11,PAID
PAY-755,16601a36-0f1f-492a-98bf-b3bb9b5a290d,ExpenseReimbursement,2025-06-16T00:00:00,198.22,197.02,1.2,PAID
PAY-756,16700659-2056-4c4c-bfa6-5d5134b193b7,BankTransfer,2025-02-06T00:00:00,698.77,626.86,71.91,PAID
PAY-757,1688d9fb-1794-4929-8787-49e6e7df4e18,BankTransfer,2024-11-18T00:00:00,1075.07,845.99,229.08,PAID
PAY-758,1689eed8-6c54-415c-accb-cd16b5eef3c5,CorporateCardSettlement,2024-06-29T00:00:00,388.43,346.62,41.81,PAID
PAY-759,168ddbf2-1465-44a2-8a6f-f405a1fe484d,ExpenseReimbursement,2024-11-05T00:00:00,1217.03,1176.59,40.44,PAID
PAY-760,16928af3-477d-4e77-a2b8-ed678faaeb66,BankTransfer,2024-01-20T00:00:00,375.98,370.15,5.83,PAID
PAY-761,169703b2-f451-4225-bff8-410364b43d28,ExpenseReimbursement,2024-02-04T00:00:00,1219.22,1130.0,89.22,PAID
PAY-762,1699732f-b7d1-4cbb-8ac7-c13cef85ae77,ExpenseReimbursement,2024-12-17T00:00:00,324.06,249.48,74.58,PAID
PAY-763,169cdddf-e36a-4454-a517-1da54187c101,CorporateCardSettlement,2025-05-06T00:00:00,583.98,539.75,44.23,PAID
PAY-764,16a1f1e9-e0cb-4d09-a0da-788860bec243,CorporateCardSettlement,2025-02-03T00:00:00,570.29,433.71,136.58,PAID
PAY-765,16aaa7f6-9771-41fe-9306-3e5f7fe83a04,ExpenseReimbursement,2025-08-01T00:00:00,632.18,550.38,81.8,PAID
PAY-766,16ae8647-dbdf-490c-a985-e046b274da74,BankTransfer,2025-05-19T00:00:00,1459.66,1280.16,179.5,PAID
PAY-767,16b1e652-142b-43bc-b610-07e11b3ea0c8,BankTransfer,2023-10-22T00:00:00,602.82,562.59,40.23,PAID
PAY-768,16b4d152-0460-4aaa-90d9-e95e70a3b2c0,BankTransfer,2024-12-24T00:00:00,1253.91,1115.35,138.56,PAID
PAY-769,16b948e2-9e35-4f0d-931b-fced2a6298de,CorporateCardSettlement,2025-01-06T00:00:00,419.94,315.82,104.12,PAID
PAY-770,16c34e14-05f8-4766-8ecb-8db142c1a516,ExpenseReimbursement,2024-03-09T00:00:00,933.99,830.93,103.06,PAID
PAY-771,16c5af23-a50d-41c4-8b73-a01466a8548c,BankTransfer,2025-07-03T00:00:00,1332.55,1304.87,27.68,PAID
PAY-772,16c9c0dd-7508-4f66-8783-57948368e521,ExpenseReimbursement,2025-01-18T00:00:00,1197.23,1061.69,135.54,PAID
PAY-773,16cb1924-d2b9-43a2-b81b-d29a0ac6abe9,ExpenseReimbursement,2024-07-25T00:00:00,1001.68,776.37,225.31,PAID
PAY-774,16cce17a-e6b2-48cc-a609-a3d6e49f9f8c,BankTransfer,2025-09-30T00:00:00,1104.5,863.87,240.63,PAID
PAY-775,16da5992-02bf-43f9-a9d5-cf1925b9f952,BankTransfer,2025-07-15T00:00:00,773.58,689.01,84.57,PAID
PAY-776,16e084ed-dea9-4abf-93ac-0228e2a9e16f,CorporateCardSettlement,2025-02-26T00:00:00,1070.67,876.85,193.82,PAID
PAY-777,16e55bc2-613b-4a4c-a92b-8ee20efd490e,BankTransfer,2025-06-05T00:00:00,771.19,769.34,1.85,PAID
PAY-778,16e5cccf-50bd-4b32-be73-732d0d232fc5,ExpenseReimbursement,2024-12-22T00:00:00,568.79,543.67,25.12,PAID
PAY-779,16ed5bb2-d204-40b7-8239-5b32659042f9,BankTransfer,2024-02-09T00:00:00,547.89,519.3,28.59,PAID
PAY-780,16f0aaf9-c9ad-4c7b-9d62-3270dfd5425e,BankTransfer,2025-02-19T00:00:00,581.54,570.67,10.87,PAID
PAY-781,17027653-08c2-4154-a1e5-aa3a7ea83586,BankTransfer,2023-12-31T00:00:00,239.19,220.93,18.26,PAID
PAY-782,170600c2-e7cd-4d27-afac-96ad2af8a73c,CorporateCardSettlement,2025-01-23T00:00:00,1399.56,1326.86,72.7,PAID
PAY-783,17078cb2-221c-436e-bddb-2c707107ab95,ExpenseReimbursement,2024-04-25T00:00:00,1355.28,1144.42,210.86,PAID
PAY-784,170a73f8-7bd5-454f-aed0-b06d35a694f6,ExpenseReimbursement,2025-06-15T00:00:00,714.18,638.99,75.19,PAID
PAY-785,170ff342-013d-4099-993a-03bb92b393fc,BankTransfer,2024-03-19T00:00:00,486.5,435.12,51.38,PAID
PAY-786,1712b4eb-bc21-4496-970b-c8dbcbff4806,CorporateCardSettlement,2024-10-17T00:00:00,1001.68,896.79,104.89,PAID
PAY-787,17182093-5bce-40b6-8f30-23231a74b5f6,ExpenseReimbursement,2024-10-26T00:00:00,810.81,759.85,50.96,PAID
PAY-788,171e2f02-a21e-49fe-8ae9-f7102fb86e8a,BankTransfer,2025-02-13T00:00:00,54.59,44.64,9.95,PAID
PAY-789,172300f1-b1f1-4602-ab3f-441229fa9db9,CorporateCardSettlement,2024-07-03T00:00:00,400.43,300.53,99.9,PAID
PAY-790,17262414-f463-4731-ad61-308b95768c18,ExpenseReimbursement,2025-04-13T00:00:00,982.49,955.84,26.65,PAID
PAY-791,172e030f-cade-4463-958b-a20110f45b1a,CorporateCardSettlement,2024-09-23T00:00:00,538.32,482.64,55.68,PAID
PAY-792,1743bd06-aab7-4cb6-b452-7a73e4bf5609,ExpenseReimbursement,2024-06-04T00:00:00,899.23,710.23,189.0,PAID
PAY-793,174457e1-e693-4ac7-b9d8-7e795b3e4f9c,CorporateCardSettlement,2025-01-02T00:00:00,1408.31,1362.93,45.38,PAID
PAY-794,1745182d-59ac-4dce-bd0a-d4856dc24360,BankTransfer,2025-01-10T00:00:00,1276.07,1209.08,66.99,PAID
PAY-795,17575888-c976-4fc0-a90b-b3f01b2380c5,ExpenseReimbursement,2024-07-27T00:00:00,552.82,482.34,70.48,PAID
PAY-796,176a3d65-f4df-408e-bd8f-67a5511a4005,BankTransfer,2025-03-02T00:00:00,23.42,19.49,3.93,PAID
PAY-797,176ba73d-0276-4a71-86aa-2371b971e9e7,BankTransfer,2025-05-06T00:00:00,241.04,187.2,53.84,PAID
PAY-798,177a2975-f430-4ba4-80f9-8ce91f947375,BankTransfer,2024-09-12T00:00:00,550.59,426.48,124.11,PAID
PAY-799,177b7940-dbaa-429d-9d81-e534784828e3,CorporateCardSettlement,2025-02-24T00:00:00,1190.29,1037.52,152.77,PAID
PAY-800,178035b7-6a2e-4b9e-bf86-e31954199dae,CorporateCardSettlement,2025-04-22T00:00:00,1401.87,1361.46,40.41,PAID
PAY-801,17808d8b-1379-4109-9a2f-a1ee108fcc1c,ExpenseReimbursement,2025-02-05T00:00:00,1143.54,878.66,264.88,PAID
PAY-802,1781cda2-2783-4895-831a-ba8b55a55438,CorporateCardSettlement,2025-05-13T00:00:00,1274.74,1034.24,240.5,PAID
PAY-803,178239df-664d-4816-a2aa-d14fed6dedaa,BankTransfer,2025-05-11T00:00:00,1200.93,1007.09,193.84,PAID
PAY-804,178f6c1e-8f35-47a0-921d-4eb030fcfcb2,CorporateCardSettlement,2025-01-22T00:00:00,1240.08,1141.58,98.5,PAID
PAY-805,17937b91-e407-4de6-99db-ea40b3b08267,ExpenseReimbursement,2025-09-27T00:00:00,1183.34,960.31,223.03,PAID
PAY-806,17baf8d3-be38-4bc6-bb05-78a44c5e4a44,CorporateCardSettlement,2024-07-17T00:00:00,1137.64,952.16,185.48,PAID
PAY-807,17c844bc-436b-43dd-bc27-f91dffe41340,ExpenseReimbursement,2024-11-05T00:00:00,105.84,93.93,11.91,PAID
PAY-808,17cb845c-ad85-4cde-8db3-d06480205e98,CorporateCardSettlement,2024-03-31T00:00:00,79.35,63.15,16.2,PAID
PAY-809,17d215ae-fb07-42dc-817b-72ae7ccaac13,ExpenseReimbursement,2024-10-15T00:00:00,591.99,493.45,98.54,PAID
PAY-810,17d58c30-c789-4f9d-a5c9-4404f95463a5,CorporateCardSettlement,2024-09-22T00:00:00,73.66,57.35,16.31,PAID
PAY-811,17e30894-0b60-4169-b6bd-e46ed005b615,CorporateCardSettlement,2023-12-25T00:00:00,61.92,59.31,2.61,PAID
PAY-812,17e7e6f5-4232-448b-afec-256a2f50f64b,ExpenseReimbursement,2023-11-28T00:00:00,12.84,12.16,0.68,PAID
PAY-813,17e9c892-b78d-4357-bcb3-d67739c52063,CorporateCardSettlement,2024-03-08T00:00:00,557.8,520.49,37.31,PAID
